109;109... - Malheureusement, dit Holmes après un silence, vous n'avez pas l'ombre d'une preuve à l'appui de votre accusation.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;si vous souhaitez recommencer votre enquête  ;147  ;si vous préférez entendre l'explication de Holmes  ;250 ;;;;;;;;;;;;;;;;
110;110... Héritier 3 réfléchit à ce que vous venez de dire et éclate de rire.... - Vous autres détectives, dit-il, vous avez vraiment l'esprit tortueux. Vous essayez toujours de profiter d'une situation donnée pour en résoudre une autre, hein ? Si je ne savais pas que c'est impossible, je vous soupçonnerais d'avoir fait tomber cette gargouille du balcon vous-même dans le seul but de me mettre à l'épreuve.;;;x;;;;;;;;;;;;;;;;;;;;;1;;153;;;;;;;;;;;;;;;;;;;;;;;;;
111;111... Les responsables de l'attentat contre Héritier 3 sont Charles et Dennis, dites- vous en guettant anxieusement la réaction de Holmes.... Ils sont complices ? demande Holmes. Je pense que vous avez des preuves de ce que vous avancez ? Vous vous expliquez rapidement. ;;;x;;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;si vous avez enregistré l'Indice Z ou l'Indice AA  ;112  ;Sinon  ;116 ;;;;;;;;;;;;;;;;
112;112... J'ai réexaminé attentivement tous les indices dont nous disposons, dites-vous, et je crois qu'ils désignent Héritier 3.;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;si Héritier 3 est mort  ;229  ;Sinon  ;226 ;;;;;;;;;;;;;;;;
113;113... Le majordome introduit Héritier 5 et se retire. Le nouvel arrivant s'assoit timidement au bord d'un siège, visiblement mal à l'aise. Son aspect physique est aussi passe-partout que le nom qu'il utilise : John Smith.... Lorsqu'il est installé et qu'il a bu un verre d'eau, vous commencez à l'interroger.;;;;;x;;;;;;;;;;;;;;;;;;;;;Questionnaire;;;;;;;;;;;;;;;;;;;;;;;;;
114;114... On frappe à la porte et, sur votre invitation, Gilmer l'ail son entrée. Excusez-moi, monsieur, dit-il. On vient d'apporter un télégramme pour vous. Vous remerciez Gilmer, qui se retire. Rapidement, vous ouvrez l'enveloppe et vous lisez : « Philip Hamilton impliqué dans nombreux abus de confiance. Jamais poursuivi. Arrivé Angleterre 1888, lieu de naissance inconnu. Holmes. » Après avoir lu le télégramme, vous le jetez dans la cheminée. Les renseignements de Holmes ne prouvent pas qu'Héritier 3 est un imposteur.;;;x;;;;;;;;;;;;;;;;;;;;;;;178;;;;;;;;;;;;;;;;;;;;;;;;;
115;115... En fait, aucun indice matériel ne permet d'éliminer Héritier 4, reconnaissez-vous mais, comme il n'a pas l'ombre d'un mobile, je pense que l'on peut considérer sans risque que l'assassin est Charles ou dennis.... - On peut peut-être le considérer sans risque, riposte Holmes, mais il serait préférable d'avoir une preuve. Avez-vous découvert quoi que ce soit incriminant indiscutablement l'un des cousins ? ;;;;x;;;;;;;;;;;;;;;;x;x;;;;;;;;;;;si vous avez enregistré l'Indice CC  ;215  ;Sinon  ;206 ;;;;;;;;;;;;;;;;
116;116... - Voilà donc la liste de nos suspects réduite à Charles et à Dennis, continue Holmes. Comme Héritier 2 a entendu des bruits dans la chambre de Charles, indiquant que celui-ci est rentré chez lui tout de suite après le coup de feu et en est ressorti aussitôt, il semble que ce soit lui le coupable. Néanmoins, comme Dennis a manifestement menti en prétendant n'avoir rien entendu dans la chambre de Charles à ce moment-là, cela prouve qu'ils étaient de connivence. De plus, il me parait évident qu'ils étaient complices dans l'attentat contre Héritier 3 en fin d'après-midi. ;;x;x;;;;;;;;;;;;;;;;;x;x;;;;;117;;;;;;;;;;;;;;;;;;;;;;;;;
117;117... - Nous avons réglé la question des événements qui se sont produits depuis votre arrivée, dit Holmes,mais le moment est maintenant venu de résoudre l'énigme qui vous a amené ici. Lequel des postulants est le véritable Robert Barnett ? ;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;si vous répondez Héritier1 ;118 ;si vous répondez Héritier2 ;134 ;si vous répondez Héritier3 ;138 ;;;si vous répondez ;139 ;si vous répondez Héritier5 ;155 ;si Aucun d'eux;161 ;;;;;;
118;118... Je crois que c'est Héritier 1, répondez-vous, et vous expliquez comment vous êtes parvenu à cette conclusion.... Non, sûrement pas, dit Holmes. Je me suis rense igné : il est né à Londres et il y a passé toute sa jeunesse. Bien qu'il s'appelle Robert Barnett, il n'est pas l'héritier.;x;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;si vous voulez entendre les explications de Holmes  ;242  ;si vous préférez recommencer l'enquête  ;481 ;;;;;;;;;;;;;;;;
119;119... Je crois que l'assassin est Héritier 1, répondez- vous, mais vous vous arrêtez court en voyant Holmes froncer les sourcils.... Et comment êtes-vous parvenu à cette surprenante conclusion ? demande Holmes. Je ne pense pas que vous ayez la moindre preuve à l'appui. Vous tentez timidement de vous justifier, mais Holmes vous fait signe de vous taire.;x;;;;;;;;;;;;;;;;;;;;;;;;;474;;;;;;;;;;;;;;;;;;;;;;;;;
120;120... Excusez-moi, dit Gilmer après s'être rendu un instant dans le hall. Deux des cousins de sir Dexter, Andrew et Bruce, demandent à être interrogés tout de suite, si vous désirez les entendre.... Pour quelle raison? ripostez-vous, agacé par cette interruption.... Ils ont des obligations mondaines, et ils seront en retard s'ils doivent attendre davantage, explique Gilmer. Ils semblent surtout tenir à passer la soirée avec leur petite amie, ajoute-t-il en aparté.;;;;;;;;;;;;;;;x;;;x;x;;;;;;;;;;;;;si vous voulez interroger Cousin Andrew ;174 ;si vous voulez interroger Cousin Bruce  ;288 ;si vous voulez interroger Ni l'un ni l'autre ;428;;;;;;;;;;;;;;
121;121... Vous entrez silencieusement dans la bibliothèque et vous y trouvez Héritier 4 assis près d'une fenêtre, plongé dans l'un des livres de sir Dexter. Il ne lève même pas les yeux à votre arrivée, et vous regagnez discrètement le corridor.;;;;x;;;;;;;;;;;x;;;;;;;X;;;;494;;;;;;;;;;;;;;;;;;;;;;;;;
122;122... Lorsque Holmes se penche pour ramasser la balle de monsieur Gregg, vous observez attentivement ses mains. L'une d'elles tient déjà une balle. En se baissant, il pivote légèrement sur lui-même, de façon à dissimuler son geste, et glisse la balle de monsieur Gregg dans sa manche. ;;;;;;;;;;;;;;;;;;;;;;;;;;399;;;;;;;;;;;;;;;;;;;;;;;;;
123;123... J'aimerais que vous me parliez du naufrage du Cassandra. Qui vous a sauvé ? John Floyd, le second, répond-il. C'est également lui qui s'est occupé de moi ensuite, jusqu'à ce que mon grand-père lui écrive de me mettre dans un pensionnat et d'oublier mon existence. Son amertume saute aux yeux et vous éprouvez presque de la sympathie pour lui. ;;;;;;;;;;;;;;;;;;;;;;;;;;Questionnaire;;;;;;;;;;;;;;;;;;;;;;;;;
124;124... Qui vous a sauvé du naufrage du Cassandra ? Héritier 4 ouvre la bouche, la referme, et une grimace de douloureuse concentration crispe ses lèvres. Le second, répond-il.... ça, nous le savons, ripostez-vous aussitôt. Ce que je vous demande, c'est son nom.... Je l'ai toujours appelé Jocko, répond-il. Si jamais j'ai su son vrai nom, je l'ai oublié. ;;;;x;;;;;;;;;;;;;;;;;;T;;;;;;;;;;si vous réclamez un complément d'informations  ;357  ;Sinon  ;Questionnaire ;;;;;;;;;;;;;;;;
125;125... Héritier 2 semble très maitre de lui et s'installe confortablement dans un fauteuil.... Voilà qui va me changer, dit-il en riant. Habituellement, c'est moi qui pose les questions.... Je suis persuadé que celles-ci vous sembleront très faciles, ripostez-vous.;;x;;;;;;;;;;;;;;;;;;;;;;;;Questionnaire;;;;;;;;;;;;;;;;;;;;;;;;;
126;126... Pouvez-vous nous décrire la façon dont Floyd vous a sauvé ? demandez-vous. Héritier 3 y semble tout disposé :... Tout le monde était monté dans les canots de sauvetage quand on s'est aperçu que je manquais à l'appel. Son canot étant le plus petit, Floyd est retourné au navire. Il a deviné que j'étais coincé dans la cabine du médecin, et il a fait un travail de Titan pour arriver jusqu'à moi. C'était véritablement une tâche surhumaine. A première vue, la coursive paraissait impraticable, obstruée par des poutres et des décombres. L'eau montait et un incendie s'étant déclaré, certaines pièces de bois étaient en feu. A mains nues, il s'est frayé un passage au travers des décombres, il a éteint la plus grande partie des flammes et il a forcé la porte de la cabine. Après quoi, il m'a pris dans ses bras et m'a porté en sûreté.;;;x;;;;;;;;;;;;;;;;;;;GG;;;;Questionnaire;;;;;;;;;;;;;;;;;;;;;;;;;
127;127... La lettre suivante a été adressée par Elizabeth Barnett à son père.... New York, le 1"" novembre 1871 Cher père,... Je sais que mes préparatifs semblent avoir duré une éternité, mais j'ai finalement réussi à obtenir une cabine sur le paquebot Cassandra qui part la semaine prochaine. Nous devons arriver à Bristol le 17. J'espère que vous pourrez venir nous y chercher. Votre fille affectionnée,... Elizabeth... Vous reposez la missive et vous prenez le temps d'y réfléchir.";;;;;;;;;;;;;;;;;;;;;;;;;;;de-Connaissances;De 2 à 7 ;214;De 8 à 12 ;244;;;;;;;;;;;;;;;;;;;;
128;128... A nouveau, vous vous demandez si Matthew Mannington a réellement expédié Le Mystère d'Edwin Drood à son petit-fils, et même s'il a expédié quoi que ce soit. Avez-vous mis le doigt sur un point très important, ou cet indice se révélera-t-il finalement n'être qu'un simple détail ?;;;;;;;;;;;;;;;;x;;;;;;;;;;Questionnaire;;;;;;;;;;;;;;;;;;;;;;;;;
129;129... Vous reposez la lettre et vous réfléchissez au commentaire de sir Dexter. Celui- ci vous paraît pour le moins surprenant : pourquoi Matthew Mannington, le millionnaire, aurait-il regretté d'avoir promis à non petit-fils un objet aussi bon marché qu'un livre ?;;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;si vous demandez à sir Dexter de s'expliquer  ;168  ;Sinon  ;391 ;;;;;;;;;;;;;;;;
130;130... - Il me faudrait quelques renseignements complémentaires avant de me prononcer, dites-vous. Je ne connais pas grand-chose au golf. Soyez assez aimable pour me décrire les différents clubs. Holmes s'approche du sac le plus plein et en sort les clubs en les décrivant au fur et à mesure.... Les cinq clubs qui ont un manche long et une grosse tête sont des bois. Ils servent à envoyer la balle au loin, avec la certitude de la voir rouler longtemps lorsqu'elle retombe à terre. Ils sont fabriqués à partir d'érable ou de kaki, un bois de la famille de l'ébène, et sont numérotés de 1 à 5. Le bois numéro 1 est appelé driver, le bois numéro 2 brassie et le bois numéro 3 spoon. Quant aux bois 4 et 5, ils ne portent pas de nom particulier. Voici maintenant une série de dix autres clubs, les fers. Leur tête métallique permet de réaliser des coups précis. Eux aussi sont numérotés, mais un seul a été baptisé. Il s'agit du fer numéro 10, le pitching wedge. A ces quinze clubs s'ajoutent le sand wedge, utilisé pour sortir la balle d'un bunker ou de tout autre endroit indésirable, et le putter, employé au moment fatidique où le joueur doit faire rouler sa balle sur le green. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"si  à l'issue de cet exposé  vous déclarez que le sac contenant le plus de clubs est celui de Holmes  ";300  ;si vous dites que c'est celui de Watson  ;285  ;si vous demandez à Holmes de vous décrire les clubs se trouvant dans l'autre sac  ;143;;;;;;;;;;;;;;
131;131... Vous prenez une dernière note.... Merci, dites-vous à Héritier 2, vous vous êtes montré très coopératif. Je vous sais gré de votre compréhension.... C'était la moindre des choses, répond-il aussitôt en se levant. J'ai tout intérêt à vous aider à découvrir la vérité le plus vite possible.... Il s'incline et, en sortant, il échange quelques mots avec sir Dexter qui lui a ouvert la porte. ;;x;;;;;;;;;;;;;x;;;;;;;;;;;386;;;;;;;;;;;;;;;;;;;;;;;;;
132;132... Sir Dexter vous conduit à la salle de billard et Gilmer vous emboîte le pas. Vous vous accroupissez devant la porte et vous examinez attentivement la serrure. Lancez deux dés et ajoutez votre bonus de Connaissances. ;;;;;;;;;;;;;;;x;;;;;;;;;;;;;De 2 à 6 ;302 ;De 7 à 12 ;445 ;;;;;;;;;;;;;;;;;;;;
133;133... Plusieurs minutes s'écoulent avant qu'Héritier 2 ne secoue la tête en soupirant. - Je ne cherche pas à laisser un meurtrier s'en tirer indemne, dit-il finalement, mais je suis incapable de me rappeler quoi que ce soit d'utile.;;x;;;;;;;;;;;;;;;;;;;;;;;;461;;;;;;;;;;;;;;;;;;;;;;;;;
134;134... Je vous présente mes condoléances, dites-vous en vous tournant vers dexter. Avant que celui-ci n'ait pu dire quoi que ce soit, Holmes intervient :... Philip Hamilton était un imposteur.... Un imposteur! s'exclame Watson. Vous voulez dire qu'il n'était pas le véritable héritier, Holmes ?... C'est l'une des grandes ironies de l'affaire,... répond Holmes. Hamilton a été tué afin qu'il n'hérite pas de la fortune de sir Dexter alors qu'il n'y avait aucun droit. L'assassin a commis la même erreur que notre ami ici présent. ;;;;;;;x;;;;;;;;x;;;;;;;;;;;;;;;;;si vous souhaitez que Holmes explique l'affaire  ;242  ;si vous préférez recommencer votre enquête  ;481 ;;;;;;;;;;;;;;;;
135;135... En 1870, votre grand-père vous a envoyé un livre en cadeau. Vous rappelez- vous de quel livre il s'agissait ?... L'héritier secoue la tête.... Je n'en, ai pas la moindre idée, monsieur. J'ai lu un tas de livres, étant jeune, et celui-là ne m'a pas laissé de souvenir particulier. Mais je vous plains. Ce doit être démoralisant d'être obligé de recourir à des incidents aussi lointains pour fonder vos déductions.;;;;;;;;;;;;;;;;;;;;;;P;;;;;;;;;;si vous avez enregistré la déduction 6  ;258  ;Sinon  ;Questionnaire ;;;;;;;;;;;;;;;;
136;136... Vous vous demandez si vous ne devriez pas parler avec l'ami de sir Dexter, Thomas Malone. ;;;;;;;;;;;;;;x;x;;;;;;;;;;;;;;;;;si vous décidez de le faire  ;469  ;;;;;;;;;;;;;;;;;;
137;137... Après le naufrage du Cassandra, quelle école avez-vous fréquentée ?... L'école préparatoire de l'Hudson, à White Plains, répond-il instantanément. C'est un postulant très convaincant, mais il s'agit peut-être d'une des impostures dont il est coutumier. Dans ce cas, il a dû prévoir vos questions et se préparer à y répondre avec assurance. ;;;;;;;;;;;;;;;;;;;;;;;;;;Questionnaire;;;;;;;;;;;;;;;;;;;;;;;;;
138;138... L'identité de l'agresseur a été assez facile à établir, répondez-vous. Charles et Dennis ont tous les deux été vus sur le balcon au moment de l'attentat. I.'un d'eux a poussé la gargouille et l'autre lui a fourni un alibi.... bon travail, approuve Holmes.... Merci, ajoute sir Dexter à votre intention. Héritier 3 n'ayant pas été blessé, je pense que nous pouvons éviter le scandale d'un procès public. Je veillerai à ce que mes cousins comprennent qu'ils ont commis une lourde erreur. ;;;x;;;;;;;;;;;;x;;;;;x;x;;;;;117;;;;;;;;;;;;;;;;;;;;;;;;;
139;139... Héritier 4 est le véritable Robert Barnett, déclarez-vous. Il paraît savoir tout ce que l'authentique héritier perdu est censé connaître.... Avez-vous des preuves à l'appui de cette affirmation ? s'enquiert Holmes d'un ton neutre. Vous vous apprêtez à lui répondre.;;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;si vous avez enregistré la déduction 5 et l'Indice V  ;498  ;Sinon  ;159 ;;;;;;;;;;;;;;;;
140;140... le cousin Dennis se trouvait au rez-de-chaussée au moment du coup de feu. Il n'a donc manifestement rien pu voir de plus que vous.;;;;;;;;;;;;;;;;;;;;;x;;;;;303;;;;;;;;;;;;;;;;;;;;;;;;;
141;141... Vous n'avez pas réussi à tirer des informations concluantes de l'écriture de Robert Barnett. Peutêtre auriez-vous besoin d'un coup de main ?;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;si vous désirez de l'aide  ;239  ;si vous voulez résoudre le problème par vos propres moyens ;473;;;;;;;;;;;;;;;;
142;142... Vous prenez la lettre désignée par sir Dexter et vous la lisez... Monsieur Floyd,... Je vous remercie de la promptitude avec laquelle vous m'avez informé du décès de ma fille et du sau- vetage de mon petit-fils. Cela dit, je ne vois pas pourquoi je devrais m'intéresser à cet enfant. S'il n'était pas né, ma fille serait encore en vie. Ci-joint lettre de change de 550 £ sur la Merchant's Bank de New York. Utilisez 500 £ pour placer le garçon dans une école convenable et gardez le reste à titre de dédommagement pour les tracas que cette affaire vous aoccasionnée.... Matthew Mannington... Voilà une lettre surprenante, dites-vous.... N'oubliez pas que mon frère avait refusé de communiquer avec sa propre fille pendant plus de douze ans, répond sir Dexter. Il était capable de tout.... La réponse de Floyd, des plus brèves, se contente d'accuser réception de la lettre de Matthew et de confirmer que ses ordres ont été exécutés. Avec un soupir, vous la remettez dans son enveloppe. ;;;;;;;;;;;;;;;x;x;;;;;;;;;;;d'Observation;De 2 à 5 ;209;De 6 à 12 ;171;;;;;;;;;;;;;;;;;;;;
143;143... Décrivez-moi les clubs de l'autre sac, je vous prie, dites-vous. Vous avez toujours soutenu qu'un détective doit réunir un maximum d'éléments avant de conclure.... • C'est inutile, vous dit Holmes, vous les avez déjà tous vus. Il y a dans ce sac un putter et cinq bois. Et maintenant, dites-moi si cette série de six clubs est A moi ou à Watson.;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;si vous répondez qu'elle est à Holmes  ;488  ;si vous répondez qu'elle est à Watson  ;387;;;;;;;;;;;;;;;;
144;144... Qui est ce vieux monsieur? demandez-vous négligemment.... Qui ça ? Oh, c'est l'ami de sir Dexter, monsieur Thomas Malone, répond le domestique. Il passe une bonne partie de l'année ici : il tient compagnie à sir Dexter.... Sur ces mots, votre guide vous conduit à une porte donnant sur l'extérieur.;;;;;;;;;;;;;;x;x;;;;;;;;;;;;d'Observation;de 2 à 7 ;246;de 8 à 12 ;324;;;;;;;;;;;;;;;;;;;;
145;145... L'effort de réflexion contracte le visage maigre de Malcolm.... Je ne saurais dire, monsieur, répond-il. Je ne me rappelle pas les avoir vus, mais je ne me souviens pas non plus qu'ils n'étaient pas là, si vous voyez ce que je veux dire;;;;;;;;;;;;;;;;;;;;;;;;;;406;;;;;;;;;;;;;;;;;;;;;;;;;
146;146... Robert semble avoir lu le livre vraiment très vite, remarquez-vous.... Oh, je suis sûr qu'il avait hâte de s'y plonger, répond vivement sir Dexter. Je me souviens que ma nièce m'avait écrit que son fils était un lecteur acharné. Elle en était ravie mais, en même temps, un peu contrariée, parce qu'elle avait du mal à lui procurer de nouveaux livres. En fait, c'est moi qui avais parlé à mon frère de la passion du garçon pour la lecture.;;;;;;;;;;;;;;;x;;;;;;;;12;;;127;;;;;;;;;;;;;;;;;;;;;;;;;
